,location,bhk,total_area,bath,balcony,price,price_per_sqft
4410,Kanakpura Road,2,1339.0,2.0,2.0,290000.0,216.57953696788647
4411,Kanakpura Road,1,670.0,1.0,1.0,175000.0,261.1940298507463
4412,Kanakpura Road,2,1340.0,2.0,2.0,300000.0,223.88059701492537
4413,Kanakpura Road,3,1260.0,3.0,3.0,317900.0,252.3015873015873
4414,Kanakpura Road,2,1155.0,2.0,1.0,277500.0,240.25974025974025
4415,Kanakpura Road,2,900.0,2.0,1.0,205000.0,227.77777777777777
4416,Kanakpura Road,2,700.0,2.0,1.0,174950.0,249.92857142857142
4417,Kanakpura Road,2,1309.0,2.0,3.0,321950.0,245.9511077158136
4418,Kanakpura Road,1,525.0,1.0,1.0,150000.0,285.7142857142857
4419,Kanakpura Road,3,1843.0,3.0,2.0,410000.0,222.4633749321758
4420,Kanakpura Road,3,1550.0,3.0,3.0,325550.0,210.03225806451613
4421,Kanakpura Road,3,1498.0,3.0,2.0,475000.0,317.0894526034713
4422,Kanakpura Road,1,525.0,2.0,1.0,135000.0,257.14285714285717
4423,Kanakpura Road,3,1665.0,3.0,2.0,434550.0,260.990990990991
4424,Kanakpura Road,3,1665.0,3.0,2.0,432900.0,260.0
4425,Kanakpura Road,1,712.0,1.0,1.0,192200.0,269.9438202247191
4426,Kanakpura Road,3,1450.0,3.0,3.0,312000.0,215.17241379310346
4427,Kanakpura Road,3,1843.0,3.0,2.0,425000.0,230.60227889310906
4428,Kanakpura Road,2,1628.0,2.0,2.0,340000.0,208.84520884520884
4429,Kanakpura Road,3,1507.0,2.0,3.0,475000.0,315.19575315195755
4430,Kanakpura Road,3,1550.0,3.0,3.0,317500.0,204.83870967741936
4431,Kanakpura Road,3,1737.0,3.0,3.0,425000.0,244.6747265400115
4432,Kanakpura Road,2,700.0,2.0,1.0,175350.0,250.5
4433,Kanakpura Road,2,1339.0,2.0,2.0,425000.0,317.4010455563854
4434,Kanakpura Road,3,1900.0,3.0,3.0,625000.0,328.94736842105266
4435,Kanakpura Road,1,525.0,1.0,1.0,135000.0,257.14285714285717
4436,Kanakpura Road,1,525.0,1.0,1.0,137500.0,261.9047619047619
4437,Kanakpura Road,2,1155.0,2.0,0.0,250625.0,216.99134199134198
4438,Kanakpura Road,1,525.0,1.0,1.0,131250.0,250.0
4439,Kanakpura Road,3,1452.0,3.0,3.0,304900.0,209.9862258953168
4440,Kanakpura Road,1,525.0,1.0,1.0,130000.0,247.61904761904762
4441,Kanakpura Road,3,1050.0,2.0,1.0,295000.0,280.95238095238096
4442,Kanakpura Road,3,1600.0,3.0,3.0,450000.0,281.25
4443,Kanakpura Road,1,525.0,2.0,1.0,146250.0,278.57142857142856
4444,Kanakpura Road,2,1283.0,2.0,2.0,316100.0,246.37568199532345
4445,Kanakpura Road,2,800.0,2.0,1.0,205725.00000000003,257.15625000000006
4446,Kanakpura Road,3,1100.0,3.0,2.0,265000.0,240.9090909090909
4447,Kanakpura Road,3,1843.0,3.0,2.0,440000.0,238.74118285404234
4448,Kanakpura Road,3,1100.0,3.0,2.0,282850.0,257.1363636363636
4449,Kanakpura Road,2,700.0,2.0,1.0,175000.0,250.0
4450,Kanakpura Road,3,1550.0,3.0,3.0,325500.0,210.0
4451,Kanakpura Road,3,1843.0,3.0,2.0,481000.0,260.9875203472599
4452,Kanakpura Road,3,1550.0,3.0,3.0,323500.0,208.70967741935485
4453,Kanakpura Road,3,1500.0,3.0,1.0,364950.0,243.3
4454,Kanakpura Road,3,1450.0,2.0,2.0,314650.0,217.0
4455,Kanakpura Road,2,1240.0,2.0,2.0,325000.0,262.0967741935484
4456,Kanakpura Road,3,1420.0,3.0,3.0,340000.0,239.43661971830986
4457,Kanakpura Road,3,1498.0,3.0,2.0,374500.0,250.0
4458,Kanakpura Road,3,1300.0,2.0,2.0,275000.0,211.53846153846155
4459,Kanakpura Road,2,700.0,2.0,1.0,205000.0,292.85714285714283
4460,Kanakpura Road,2,700.0,2.0,1.0,175000.0,250.0
4461,Kanakpura Road,3,1570.0,3.0,3.0,329650.00000000006,209.96815286624206
4462,Kanakpura Road,3,1450.0,3.0,2.0,325000.0,224.13793103448276
4463,Kanakpura Road,2,700.0,1.0,1.0,205000.0,292.85714285714283
4464,Kanakpura Road,2,1135.0,2.0,1.0,283700.0,249.95594713656388
4465,Kanakpura Road,3,1100.0,3.0,1.0,290000.0,263.6363636363636
4466,Kanakpura Road,2,1140.0,2.0,1.0,325000.0,285.0877192982456
4467,Kanakpura Road,3,1452.0,3.0,3.0,300000.0,206.61157024793388
4468,Kanakpura Road,2,700.0,2.0,1.0,200000.0,285.7142857142857
4469,Kanakpura Road,3,1100.0,2.0,1.0,264850.0,240.77272727272728
4470,Kanakpura Road,3,1450.0,2.0,2.0,350900.00000000006,242.00000000000003
4471,Kanakpura Road,1,525.0,1.0,1.0,130050.00000000001,247.71428571428575
4472,Kanakpura Road,3,1843.0,3.0,2.0,425000.0,230.60227889310906
4473,Kanakpura Road,3,1938.0,3.0,3.0,463450.0,239.13828689370484
4474,Kanakpura Road,3,1530.0,2.0,1.0,354950.0,231.99346405228758
4475,Kanakpura Road,2,1322.0,2.0,3.0,350000.0,264.750378214826
4476,Kanakpura Road,2,1698.0,2.0,1.0,525000.0,309.18727915194347
4477,Kanakpura Road,3,1300.0,3.0,2.0,345000.0,265.38461538461536
4478,Kanakpura Road,3,1300.0,3.0,1.0,345000.0,265.38461538461536
4479,Kanakpura Road,2,700.0,2.0,1.0,170000.0,242.85714285714286
4480,Kanakpura Road,2,1167.0,2.0,1.0,315000.0,269.92287917737787
4481,Kanakpura Road,3,1419.59,2.0,1.0,325000.0,228.93934164089632
4482,Kanakpura Road,3,1665.0,3.0,2.0,390000.0,234.23423423423424
4483,Kanakpura Road,2,1339.0,2.0,2.0,315000.0,235.25018670649737
4484,Kanakpura Road,3,1300.0,3.0,1.0,345000.0,265.38461538461536
4485,Kanakpura Road,3,1450.0,3.0,3.0,304500.0,210.0
4486,Kanakpura Road,2,900.0,2.0,2.0,205000.0,227.77777777777777
4487,Kanakpura Road,3,1300.0,3.0,1.0,320000.0,246.15384615384616
4488,Kanakpura Road,2,1120.0,2.0,1.0,255000.0,227.67857142857142
4489,Kanakpura Road,2,1430.0,2.0,2.0,390000.0,272.72727272727275
4490,Kanakpura Road,2,700.0,2.0,1.0,180000.0,257.14285714285717
4491,Kanakpura Road,3,1401.0,3.0,2.0,345000.0,246.2526766595289
4492,Kanakpura Road,2,1220.0,2.0,2.0,300000.0,245.9016393442623
4493,Kanakpura Road,1,525.0,2.0,1.0,135000.0,257.14285714285717
4494,Kanakpura Road,3,1100.0,3.0,2.0,265000.0,240.9090909090909
4495,Kanakpura Road,3,1100.0,3.0,2.0,290000.0,263.6363636363636
4496,Kanakpura Road,3,1452.0,3.0,3.0,304900.0,209.9862258953168
4497,Kanakpura Road,3,1700.0,3.0,2.0,375000.0,220.58823529411765
4498,Kanakpura Road,2,900.0,2.0,1.0,205000.0,227.77777777777777
4499,Kanakpura Road,3,1100.0,3.0,2.0,265000.0,240.9090909090909
4500,Kanakpura Road,3,1300.0,2.0,3.0,345000.0,265.38461538461536
4501,Kanakpura Road,3,2000.0,3.0,3.0,525000.0,262.5
4502,Kanakpura Road,2,1200.0,2.0,0.0,310000.0,258.3333333333333
4503,Kanakpura Road,2,900.0,2.0,1.0,205000.0,227.77777777777777
4504,Kanakpura Road,3,1843.0,3.0,2.0,475000.0,257.7319587628866
4505,Kanakpura Road,3,1100.0,2.0,1.0,265000.0,240.9090909090909
4506,Kanakpura Road,3,1843.0,3.0,2.0,450000.0,244.16711882799783
4507,Kanakpura Road,2,900.0,2.0,1.0,231450.0,257.1666666666667
4508,Kanakpura Road,1,850.0,1.0,1.0,186600.0,219.52941176470588
4509,Kanakpura Road,3,1570.0,3.0,2.0,340000.0,216.56050955414014
4510,Kanakpura Road,1,525.0,1.0,1.0,150000.0,285.7142857142857
4511,Kanakpura Road,3,1938.0,3.0,3.0,525000.0,270.8978328173375
4512,Kanakpura Road,3,1843.0,3.0,2.0,481000.0,260.9875203472599
4513,Kanakpura Road,1,525.0,1.0,1.0,130000.0,247.61904761904762
4514,Kanakpura Road,3,1610.0,3.0,3.0,392500.0,243.7888198757764
4515,Kanakpura Road,3,1250.0,3.0,3.0,313000.0,250.4
4516,Kanakpura Road,3,1450.0,3.0,3.0,304550.0,210.0344827586207
4517,Kanakpura Road,2,700.0,2.0,2.0,180000.0,257.14285714285717
4518,Kanakpura Road,3,1622.0,3.0,1.0,475000.0,292.8483353884094
4519,Kanakpura Road,2,900.0,2.0,1.0,210000.0,233.33333333333334
4520,Kanakpura Road,3,1665.0,3.0,2.0,374500.0,224.92492492492494
4521,Kanakpura Road,3,1450.0,3.0,3.0,304500.0,210.0
4522,Kanakpura Road,2,1339.0,2.0,2.0,335000.0,250.1867064973861
4523,Kannamangala,2,957.0,2.0,1.0,290000.0,303.030303030303
4524,Kannamangala,2,957.0,2.0,1.0,280000.0,292.5809822361546
4525,Kannamangala,4,3000.0,4.0,0.0,1000000.0,333.3333333333333
4526,Kannamangala,3,1536.0,3.0,1.0,445000.0,289.7135416666667
4527,Kannamangala,4,2400.0,4.0,1.0,650000.0,270.8333333333333
4528,Kannamangala,3,1574.0,3.0,1.0,466700.0,296.50571791613726
4529,Kannamangala,2,957.0,2.0,0.0,262500.0,274.294670846395
4530,Kannamangala,3,1536.0,3.0,1.0,520000.0,338.5416666666667
4531,Kannamangala,2,957.0,2.0,2.0,272500.0,284.74399164054336
4532,Kannamangala,4,2422.0,4.0,3.0,675000.0,278.6952931461602
4533,Kannamangala,2,957.0,2.0,1.0,275000.0,287.35632183908046
4534,Kannamangala,2,957.0,2.0,2.0,280000.0,292.5809822361546
4535,Karuna Nagar,3,2500.0,3.0,2.0,900000.0,360.0
4536,Karuna Nagar,3,2500.0,3.0,2.0,950000.0,380.0
4537,Karuna Nagar,3,1962.0,3.0,2.0,875000.0,445.973496432212
4538,Karuna Nagar,2,1057.0,2.0,1.0,325000.0,307.4739829706717
4539,Karuna Nagar,3,1354.0,2.0,1.0,490000.0,361.890694239291
4540,Karuna Nagar,3,1945.0,3.0,3.0,575000.0,295.6298200514139
4541,Karuna Nagar,3,1960.0,3.0,2.0,825000.0,420.9183673469388
4542,Kasavanhalli,2,1060.0,2.0,2.0,290300.0,273.8679245283019
4543,Kasavanhalli,3,1563.05,3.0,1.0,525000.0,335.8817696170948
4544,Kasavanhalli,3,1717.0,3.0,3.0,495000.0,288.2935352358765
4545,Kasavanhalli,3,1799.0,3.0,3.0,450000.0,250.13896609227348
4546,Kasavanhalli,4,3260.0,4.0,1.0,1200000.0,368.09815950920245
4547,Kasavanhalli,2,1349.0,2.0,2.0,390000.0,289.10303928836174
4548,Kasavanhalli,2,1121.0,2.0,2.0,390000.0,347.9036574487065
4549,Kasavanhalli,2,1100.0,2.0,1.0,250000.0,227.27272727272728
4550,Kasavanhalli,3,1980.0,3.0,2.0,440000.0,222.22222222222223
4551,Kasavanhalli,2,1200.0,2.0,1.0,390000.0,325.0
4552,Kasavanhalli,3,1646.0,3.0,2.0,397500.0,241.49453219927096
4553,Kasavanhalli,3,1555.0,3.0,2.0,412500.0,265.2733118971061
4554,Kasavanhalli,3,1476.0,3.0,0.0,445000.0,301.49051490514904
4555,Kasavanhalli,3,1493.0,3.0,2.0,410000.0,274.61486939048893
4556,Kasavanhalli,2,1200.0,2.0,2.0,250000.0,208.33333333333334
4557,Kasavanhalli,3,1719.0,3.0,2.0,580000.0,337.4054682955207
4558,Kasavanhalli,2,1115.0,2.0,2.0,250000.0,224.2152466367713
4559,Kasavanhalli,2,1125.0,2.0,1.0,306000.0,272.0
4560,Kasavanhalli,3,2170.0,3.0,2.0,755000.0,347.926267281106
4561,Kasavanhalli,3,1915.0,3.0,3.0,400000.0,208.87728459530027
4562,Kasavanhalli,3,1450.0,3.0,1.0,387050.0,266.9310344827586
4563,Kasavanhalli,3,1476.0,3.0,1.0,475000.0,321.81571815718155
4564,Kasavanhalli,2,1200.0,2.0,1.0,251500.0,209.58333333333334
4565,Kasavanhalli,3,2100.0,3.0,3.0,550000.0,261.9047619047619
4566,Kasavanhalli,3,1787.0,3.0,2.0,615000.0,344.1522104085059
4567,Kasavanhalli,2,1090.0,2.0,2.0,299000.0,274.3119266055046
4568,Kasavanhalli,3,1691.0,3.0,2.0,520000.0,307.5103489059728
4569,Kasavanhalli,4,4260.0,4.0,3.0,1360000.0,319.2488262910798
4570,Kasavanhalli,3,2111.0,4.0,3.0,600000.0,284.22548555187115
4571,Kasavanhalli,3,1545.0,3.0,1.0,345000.0,223.3009708737864
4572,Kasavanhalli,2,950.0,2.0,1.0,195000.0,205.26315789473685
4573,Kasavanhalli,4,1863.0,3.0,2.0,525000.0,281.80354267310787
4574,Kasavanhalli,3,1667.0,3.0,2.0,460000.0,275.9448110377924
4575,Kasavanhalli,3,1494.0,3.0,2.0,410000.0,274.4310575635877
4576,Kasavanhalli,3,1555.0,3.0,3.0,410000.0,263.66559485530547
4577,Kasavanhalli,1,770.0,1.0,1.0,219100.0,284.54545454545456
4578,Kasavanhalli,2,1147.0,2.0,1.0,300000.0,261.5518744551003
4579,Kasavanhalli,2,1375.0,2.0,2.0,360000.0,261.8181818181818
4580,Kasavanhalli,3,1380.0,2.0,2.0,275000.0,199.2753623188406
4581,Kasavanhalli,2,1200.0,2.0,2.0,300000.0,250.0
4582,Kasavanhalli,4,4260.0,4.0,2.0,1665000.0,390.84507042253523
4583,Kasavanhalli,2,1495.0,2.0,2.0,415000.0,277.59197324414714
4584,Kasavanhalli,4,4000.0,4.0,2.0,1625000.0,406.25
4585,Kasavanhalli,3,1225.0,2.0,1.0,345000.0,281.6326530612245
4586,Kasavanhalli,3,1917.0,3.0,2.0,660000.0,344.2879499217527
4587,Kasavanhalli,2,1375.0,2.0,1.0,390000.0,283.6363636363636
4588,Kasavanhalli,4,4408.0,4.0,2.0,1720000.0,390.1996370235935
4589,Kasavanhalli,2,1309.0,2.0,2.0,475000.0,362.8724216959511
4590,Kasavanhalli,3,1476.0,3.0,0.0,525000.0,355.6910569105691
4591,Kasavanhalli,2,1158.0,2.0,2.0,335000.0,289.29188255613127
4592,Kasavanhalli,2,1214.0,2.0,3.0,335000.0,275.9472817133443
4593,Kasavanhalli,3,2110.0,4.0,3.0,600000.0,284.3601895734597
4594,Kasavanhalli,2,1495.0,2.0,2.0,550000.0,367.89297658862876
4595,Kasavanhalli,2,1575.0,2.0,3.0,425000.0,269.8412698412698
4596,Kasavanhalli,2,1069.0,2.0,2.0,275000.0,257.2497661365762
4597,Kasavanhalli,2,1100.0,2.0,1.0,340000.0,309.09090909090907
4598,Kasavanhalli,3,1715.0,3.0,3.0,560000.0,326.53061224489795
4599,Kasavanhalli,2,1100.0,2.0,1.0,325000.0,295.45454545454544
4600,Kasavanhalli,2,1230.0,2.0,2.0,331250.0,269.3089430894309
4601,Kasavanhalli,3,1819.0,3.0,1.0,750000.0,412.3144584936778
4602,Kasavanhalli,3,1719.0,3.0,2.0,355000.0,206.51541593949972
4603,Kasavanhalli,3,1600.0,3.0,3.0,395000.0,246.875
4604,Kasavanhalli,2,1585.0,2.0,2.0,450000.0,283.9116719242902
4605,Kasavanhalli,2,1245.0,2.0,2.0,400000.0,321.285140562249
4606,Kasavanhalli,3,2035.0,3.0,2.0,710000.0,348.89434889434887
4607,Kasavanhalli,3,1747.0,3.0,1.0,550000.0,314.82541499713795
4608,Kasavanhalli,2,1377.0,2.0,2.0,400000.0,290.48656499636894
4609,Kasavanhalli,2,1181.0,2.0,1.0,305000.0,258.25571549534294
4610,Kasavanhalli,2,1121.0,2.0,2.0,375000.0,334.52274754683316
4611,Kasturi Nagar,3,1925.0,3.0,1.0,625000.0,324.6753246753247
4612,Kasturi Nagar,2,1567.0,2.0,2.0,460000.0,293.55456285896616
4613,Kasturi Nagar,3,1570.0,3.0,3.0,400000.0,254.77707006369425
4614,Kasturi Nagar,3,1565.0,3.0,2.0,442500.0,282.7476038338658
4615,Kasturi Nagar,2,1080.0,2.0,2.0,400000.0,370.3703703703704
4616,Kasturi Nagar,2,1101.0,2.0,2.0,325000.0,295.18619436875565
4617,Kasturi Nagar,3,1500.0,2.0,3.0,400000.0,266.6666666666667
4618,Kasturi Nagar,4,1896.0,3.0,1.0,625000.0,329.6413502109705
4619,Kasturi Nagar,2,1100.0,2.0,2.0,290000.0,263.6363636363636
4620,Kasturi Nagar,3,1570.0,3.0,2.0,550000.0,350.31847133757964
4621,Kasturi Nagar,2,1000.0,2.0,0.0,290000.0,290.0
4622,Kasturi Nagar,2,1101.0,2.0,2.0,330000.0,299.7275204359673
4623,Kasturi Nagar,4,2507.0,4.0,2.0,775000.0,309.13442361388115
4624,Kathriguppe,3,1400.0,2.0,2.0,385000.0,275.0
4625,Kathriguppe,3,1250.0,2.0,1.0,343750.0,275.0
4626,Kathriguppe,3,1245.0,2.0,2.0,342400.0,275.02008032128515
4627,Kathriguppe,3,1350.0,2.0,1.0,435050.0,322.25925925925924
4628,Kathriguppe,3,1350.0,2.0,2.0,404950.0,299.962962962963
4629,Kathriguppe,3,1365.0,2.0,2.0,375400.0,275.01831501831504
4630,Kathriguppe,3,1300.0,3.0,2.0,389950.0,299.96153846153845
4631,Kathriguppe,3,1350.0,2.0,1.0,404950.0,299.962962962963
4632,Kathriguppe,3,1390.0,2.0,2.0,382250.0,275.0
4633,Kathriguppe,3,1350.0,3.0,3.0,391500.0,290.0
4634,Kathriguppe,3,1250.0,2.0,2.0,343750.0,275.0
4635,Kathriguppe,3,1300.0,3.0,2.0,389950.0,299.96153846153845
4636,Kathriguppe,3,1335.0,2.0,3.0,367150.00000000006,275.01872659176036
4637,Kathriguppe,3,1300.0,3.0,2.0,389950.0,299.96153846153845
4638,Kathriguppe,3,1300.0,3.0,3.0,389950.0,299.96153846153845
4639,Kathriguppe,3,1335.0,2.0,2.0,367150.00000000006,275.01872659176036
4640,Kathriguppe,3,1350.0,3.0,2.0,404950.0,299.962962962963
4641,Kathriguppe,2,1250.0,2.0,1.0,343750.0,275.0
4642,Kathriguppe,3,1350.0,3.0,2.0,404950.0,299.962962962963
4644,Kaval Byrasandra,2,1200.0,2.0,2.0,260000.0,216.66666666666666
4645,Kaval Byrasandra,2,1020.0,2.0,1.0,260000.0,254.90196078431373
4646,Kaval Byrasandra,2,1200.0,2.0,1.0,247500.0,206.25
4647,Kaval Byrasandra,2,945.0,2.0,2.0,250000.0,264.55026455026456
4648,Kaval Byrasandra,2,1060.0,2.0,2.0,225000.0,212.26415094339623
4649,Kaval Byrasandra,2,1100.0,2.0,1.0,230000.0,209.0909090909091
4650,Kaval Byrasandra,2,1185.0,2.0,1.0,245000.0,206.75105485232066
4651,Kaval Byrasandra,2,997.0,2.0,3.0,265000.0,265.79739217652957
4652,Kaval Byrasandra,2,1060.0,2.0,2.0,210000.0,198.11320754716982
4653,Kaval Byrasandra,1,480.0,1.0,1.0,125000.0,260.4166666666667
4654,Kaval Byrasandra,2,1125.0,2.0,1.0,207500.0,184.44444444444446
4655,Kaval Byrasandra,2,1180.0,2.0,2.0,300000.0,254.23728813559322
4656,Kaval Byrasandra,3,1450.0,3.0,2.0,375000.0,258.62068965517244
4657,Kaval Byrasandra,2,1066.0,2.0,3.0,275000.0,257.97373358348966
4658,Kaval Byrasandra,2,1025.0,2.0,1.0,300000.0,292.6829268292683
4659,Kaval Byrasandra,3,1900.0,2.0,2.0,325000.0,171.05263157894737
4660,Kaval Byrasandra,3,2700.0,3.0,2.0,1000000.0,370.3703703703704
4661,Kaval Byrasandra,3,1400.0,3.0,2.0,375000.0,267.85714285714283
4662,Kenchenahalli,2,1015.0,2.0,2.0,290000.0,285.7142857142857
4663,Kenchenahalli,1,715.0,1.0,1.0,225000.0,314.68531468531467
4664,Kenchenahalli,2,1150.0,2.0,2.0,290000.0,252.17391304347825
4665,Kenchenahalli,3,1280.0,2.0,2.0,345000.0,269.53125
4666,Kenchenahalli,3,1410.0,2.0,2.0,365000.0,258.86524822695037
4667,Kenchenahalli,2,870.0,1.0,1.0,225000.0,258.62068965517244
4668,Kenchenahalli,2,1150.0,2.0,2.0,300000.0,260.8695652173913
4669,Kenchenahalli,1,700.0,1.0,1.0,175000.0,250.0
4670,Kenchenahalli,2,1165.0,2.0,2.0,225000.0,193.13304721030042
4671,Kenchenahalli,2,1060.0,2.0,2.0,260000.0,245.28301886792454
4672,Kenchenahalli,2,1150.0,2.0,2.0,285000.0,247.82608695652175
4673,Kenchenahalli,3,1720.0,3.0,1.0,500000.0,290.69767441860466
4674,Kenchenahalli,2,1015.0,2.0,2.0,300000.0,295.5665024630542
4675,Kengeri,3,1540.0,2.0,3.0,320000.0,207.7922077922078
4676,Kengeri,2,750.0,2.0,1.0,190000.0,253.33333333333334
4677,Kengeri,2,1160.0,2.0,2.0,203050.0,175.04310344827587
4678,Kengeri,1,340.0,1.0,1.0,50000.0,147.05882352941177
4679,Kengeri,2,1197.0,2.0,2.0,250000.0,208.85547201336675
4680,Kengeri,5,8000.0,5.0,1.0,2500000.0,312.5
4681,Kengeri,2,1200.0,2.0,0.0,290000.0,241.66666666666666
4682,Kengeri,3,1188.0,2.0,2.0,190000.0,159.93265993265993
4683,Kengeri,2,726.0,2.0,1.0,155000.0,213.4986225895317
4684,Kengeri,3,1250.0,3.0,3.0,240000.0,192.0
4685,Kengeri,2,1025.0,2.0,2.0,285000.0,278.0487804878049
4686,Kengeri,3,1160.0,2.0,2.0,203000.0,175.0
4687,Kengeri,2,750.0,2.0,2.0,110000.0,146.66666666666666
4688,Kengeri,3,1082.0,2.0,1.0,245000.0,226.43253234750463
4689,Kengeri,2,1155.0,2.0,2.0,203000.0,175.75757575757575
4690,Kengeri,2,1255.0,2.0,2.0,250000.0,199.20318725099602
4691,Kengeri,2,750.0,2.0,1.0,180000.0,240.0
4692,Kengeri,2,963.0,2.0,2.0,200000.0,207.68431983385256
4693,Kengeri,2,927.0,2.0,2.0,185000.0,199.56850053937433
4694,Kengeri,2,726.0,2.0,1.0,175000.0,241.04683195592287
4695,Kengeri,2,918.0,2.0,1.0,137700.0,150.0
4696,Kengeri,1,416.0,1.0,1.0,97500.0,234.375
4697,Kengeri,2,900.0,2.0,2.0,225000.0,250.0
4698,Kengeri,2,900.0,2.0,0.0,150000.0,166.66666666666666
4699,Kengeri,2,787.0,2.0,1.0,155000.0,196.95044472681067
4700,Kengeri,1,502.0,1.0,1.0,125000.0,249.003984063745
4701,Kengeri,3,1470.0,3.0,3.0,250000.0,170.06802721088437
4702,Kengeri,3,1200.0,3.0,1.0,335000.0,279.1666666666667
4703,Kengeri,2,725.0,2.0,1.0,150000.0,206.89655172413794
4704,Kengeri,1,500.0,1.0,1.0,85000.0,170.0
4705,Kengeri,1,540.0,1.0,1.0,112500.0,208.33333333333334
4706,Kengeri,2,750.0,2.0,1.0,177500.0,236.66666666666666
4707,Kengeri,3,1741.0,3.0,2.0,400000.0,229.75301550832856
4708,Kengeri,3,1436.0,2.0,2.0,275000.0,191.5041782729805
4709,Kengeri,2,1200.0,2.0,0.0,290000.0,241.66666666666666
4710,Kengeri,1,400.0,2.0,1.0,125000.0,312.5
4711,Kengeri,2,1230.0,2.0,2.0,225000.0,182.9268292682927
4712,Kengeri,3,1230.0,2.0,2.0,260000.0,211.3821138211382
4713,Kengeri,2,750.0,2.0,1.0,182500.0,243.33333333333334
4714,Kengeri,4,2540.0,4.0,0.0,800000.0,314.96062992125985
4715,Kengeri,2,1000.0,2.0,2.0,170000.0,170.0
4716,Kengeri,1,416.0,1.0,1.0,90000.0,216.34615384615384
4717,Kengeri,3,1245.0,2.0,2.0,217850.0,174.97991967871485
4718,Kengeri,2,883.0,2.0,0.0,245000.0,277.46319365798416
4719,Kengeri,2,1052.0,2.0,2.0,255000.0,242.3954372623574
4720,Kengeri,2,1009.0,2.0,1.0,151350.0,150.0
4721,Kengeri,2,1220.0,2.0,2.0,315000.0,258.1967213114754
4722,Kengeri,1,1150.0,1.0,0.0,260000.0,226.08695652173913
4723,Kengeri,2,1192.0,2.0,2.0,267500.0,224.41275167785236
4724,Kengeri,2,1200.0,2.0,3.0,210000.0,175.0
4725,Kengeri,2,750.0,2.0,1.0,200000.0,266.6666666666667
4726,Kengeri,1,600.0,1.0,1.0,175000.0,291.6666666666667
4727,Kengeri,2,633.0,1.0,1.0,90000.0,142.18009478672985
4728,Kengeri,2,1035.0,2.0,1.0,257500.0,248.79227053140096
4729,Kengeri,8,3000.0,5.0,1.0,650000.0,216.66666666666666
4730,Kengeri,1,410.0,1.0,1.0,75000.0,182.9268292682927
4731,Kengeri,1,400.0,1.0,1.0,125000.0,312.5
4732,Kengeri,1,416.0,1.0,1.0,85950.0,206.61057692307693
4733,Kengeri,2,1320.0,2.0,1.0,250000.0,189.3939393939394
4734,Kengeri,2,1160.0,2.0,2.0,203000.0,175.0
4735,Kengeri,5,2500.0,4.0,3.0,500000.0,200.0
4736,Kengeri,1,550.0,1.0,1.0,83750.0,152.27272727272728
4737,Kengeri Satellite Town,2,890.0,2.0,1.0,175000.0,196.62921348314606
4738,Kengeri Satellite Town,2,883.0,2.0,1.0,225000.0,254.81313703284258
4739,Kengeri Satellite Town,3,1415.0,2.0,3.0,330000.0,233.21554770318022
4740,Kengeri Satellite Town,1,930.0,1.0,1.0,150000.0,161.29032258064515
4741,Kengeri Satellite Town,3,1635.0,2.0,1.0,390000.0,238.5321100917431
4742,Kengeri Satellite Town,2,1050.0,2.0,2.0,215000.0,204.76190476190476
4743,Kengeri Satellite Town,2,1007.0,2.0,3.0,210000.0,208.54021847070507
4744,Kengeri Satellite Town,2,1043.0,2.0,2.0,325000.0,311.60115052732505
4745,Kengeri Satellite Town,2,635.0,1.0,1.0,110000.0,173.22834645669292
4746,Kengeri Satellite Town,2,818.0,2.0,1.0,130000.0,158.9242053789731
4747,Kengeri Satellite Town,2,1030.0,2.0,2.0,250000.0,242.71844660194174
4748,Kengeri Satellite Town,2,1200.0,2.0,1.0,325000.0,270.8333333333333
4749,Kengeri Satellite Town,2,795.0,2.0,2.0,160000.0,201.25786163522014
4751,Kengeri Satellite Town,2,1302.5,2.0,0.0,221424.99999999997,169.99999999999997
4752,Kengeri Satellite Town,2,800.0,2.0,1.0,200000.0,250.0
4753,Kengeri Satellite Town,1,654.0,1.0,1.0,110000.0,168.19571865443424
4754,Kengeri Satellite Town,2,1060.0,2.0,3.0,210000.0,198.11320754716982
4755,Kengeri Satellite Town,2,750.0,2.0,1.0,165000.0,220.0
4756,Kengeri Satellite Town,2,920.0,2.0,3.0,195000.0,211.95652173913044
4757,Kengeri Satellite Town,2,985.0,2.0,2.0,210000.0,213.1979695431472
4758,Kengeri Satellite Town,2,2480.0,2.0,1.0,800000.0,322.5806451612903
4759,Kengeri Satellite Town,1,410.0,1.0,1.0,75000.0,182.9268292682927
4760,Kengeri Satellite Town,2,1120.0,2.0,2.0,245000.0,218.75
4761,Kengeri Satellite Town,3,1450.0,2.0,3.0,250000.0,172.41379310344828
4764,Kengeri Satellite Town,2,1110.0,2.0,1.0,215000.0,193.6936936936937
4765,Kengeri Satellite Town,2,1170.0,2.0,3.0,250000.0,213.67521367521368
4766,Kengeri Satellite Town,2,777.4,2.0,0.0,125000.0,160.79238487265243
4767,Kengeri Satellite Town,2,1025.0,2.0,1.0,142850.0,139.3658536585366
4768,Kengeri Satellite Town,3,1191.0,2.0,2.0,166700.00000000003,139.96641477749793
4769,Kengeri Satellite Town,2,800.0,2.0,1.0,160000.0,200.0
4770,Kereguddadahalli,2,950.0,2.0,1.0,160000.0,168.42105263157896
4771,Kereguddadahalli,3,1400.0,2.0,2.0,240000.0,171.42857142857142
